sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,is_advanced_investment,yahoo_timestamp,yahoo_symbol
B7TCPG6,JCSG,CG Aegon Ethical Cautious Managed (Class B),25.0,1,0,Aegon Asset Management Ethical Cautious Managed (Class B),The investment objective is to provide a combination of income and capital growth over a 7 year period.,Ethical Cautious Managed (Class B),545,Aegon Asset Management,131,Mixed Investment 20-60% Shares,Income,CG Aegon Ethical Cautious Managed (Class B) (Inc),0.0,0.78,0.0,0.78,0.0,0.0,0.0,0,,0,Quarterly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,141,0,0,N,0.0,0.78,0.78,N/a,Daily,,100.0,2.49,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=38fa5897-9763-4690-98da-09002e9c9d30&user=hl_website_documents,0.0,2.49,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,156.3,,0.03,3,2026-09-10 06:01:59,0000-00-00,1.64,4.31,1.92,21.96,-3.53,,1.92,2.17,17.14,-0.76,-20.3,,,,,,,,,,,,0.78,0,1,1,1,1,2007-03-01 00:00:00,,121.723,121.723,-0.46,-0.38,2026-09-10,N,N,1789205215,0P0000YUJ3.L
B7V2CD0,JCSH,CG Aegon Ethical Cautious Managed (Class B),25.0,1,0,Aegon Asset Management Ethical Cautious Managed (Class B),The investment objective is to provide a combination of income and capital growth over a 7 year period.,Ethical Cautious Managed (Class B),545,Aegon Asset Management,131,Mixed Investment 20-60% Shares,Accumulation,CG Aegon Ethical Cautious Managed (Class B) (Acc),0.0,0.78,0.0,0.78,0.0,0.0,0.0,0,,0,Quarterly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,141,0,0,N,0.0,0.78,0.78,N/a,Daily,,100.0,2.49,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=17b09a57-4367-44ce-a7fe-1a23ae9b9e11&user=hl_website_documents,0.0,2.49,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,156.3,,0.03,3,2026-09-10 06:01:59,0000-00-00,1.64,4.31,1.91,21.94,-3.56,,1.91,2.16,17.13,-0.77,-20.3,,,,,,,,,,,,0.78,0,1,1,1,1,2007-03-01 00:00:00,,159.613,159.613,-0.6,-0.38,2026-09-10,N,N,1789205217,0P0000YUJ2.L
B018K35,ZH97,CG Aegon Ethical Corporate Bond (Class B),25.0,1,0,Aegon Asset Management Ethical Corporate Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Ethical Corporate Bond (Class B),545,Aegon Asset Management,150,GBP Corporate Bond,Accumulation,CG Aegon Ethical Corporate Bond (Class B) (Acc),0.0,0.47,0.5,0.47,0.0,0.0,2.0,0,,0,Quarterly,Interest,0,6,0.0,6.0,12:00,,0,0.0,4.26,1.0,GBP,138,0,0,N,0.0,0.47,0.47,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,4.45,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2060f142-f869-4a12-8f0c-0e544b4cfb46&user=hl_website_documents,0.0,0.0,4.45,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,349.4,5.0,0.02,3,2026-09-10 06:02:26,0000-00-00,0.43,1.11,3.27,21.04,-1.41,,3.27,4.62,12.03,-1.91,-16.96,,,,,,,,,,,,0.47,0,1,1,1,1,2000-04-28 00:00:00,,215.686,215.686,-0.71,-0.33,2026-09-10,N,N,1789205219,0P000023J0.L
B0C4RP3,US88,CG Aegon Ethical Corporate Bond (Class B),25.0,1,0,Aegon Asset Management Ethical Corporate Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Ethical Corporate Bond (Class B),545,Aegon Asset Management,150,GBP Corporate Bond,Income,CG Aegon Ethical Corporate Bond (Class B) (Inc),0.0,0.47,0.5,0.47,0.0,0.0,2.0,0,,0,Quarterly,Interest,0,6,0.0,6.0,12:00,,0,0.0,4.26,1.0,GBP,138,0,0,N,0.0,0.47,0.47,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,4.45,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=de6e6657-c8c0-45f8-be3b-5139a9ae5d1e&user=hl_website_documents,0.0,0.0,4.45,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,349.4,,0.02,3,2026-09-10 06:02:23,0000-00-00,0.43,1.11,3.27,21.05,-1.39,,3.27,4.62,12.03,-1.91,-16.96,,,,,,,,,,,,0.47,0,1,1,1,1,2000-04-28 00:00:00,,90.627,90.627,-0.3,-0.33,2026-09-10,N,N,1789205221,0P000023J1.L
0745088,SN54,CG Aegon Ethical Equity (Class B),25.0,1,0,Aegon Asset Management Ethical Equity (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Ethical Equity (Class B),545,Aegon Asset Management,101,UK All Companies,Accumulation,CG Aegon Ethical Equity (Class B) (Acc),0.0,0.77,0.5,0.62,0.0,0.15,2.0,0,,0,Annually,Dividend,1,6,0.0,6.0,12:00,,0,0.0,4.26,1.0,GBP,50,0,0,N,0.0,0.77,0.77,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,2.12,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=bf1fa071-8e11-47cf-ac5d-0b4b192a6871&user=hl_website_documents,0.0,2.12,0.0,0.0,0.0,0.0,0.15,25.0,100.0,0.15,0.0,481.6,6.0,0.02,1,2026-09-10 06:02:21,0000-00-00,2.6,7.22,1.48,25.95,-3.65,,1.48,1.36,22.46,-0.74,-22.94,,,,,,,,,,,,0.77,0,1,1,1,1,1989-04-17 00:00:00,,287.77,287.77,-1.32,-0.46,2026-09-10,N,N,1789205224,0P00000RK9.L
B8FZHY8,GRTZ,CG Aegon Ethical Equity (Class B),25.0,1,0,Aegon Asset Management Ethical Equity (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Ethical Equity (Class B),545,Aegon Asset Management,101,UK All Companies,Income,CG Aegon Ethical Equity (Class B) (Inc),0.0,0.77,0.5,0.62,0.0,0.15,2.0,0,,0,Annually,Dividend,1,6,0.0,6.0,12:00,,0,0.0,4.26,1.0,GBP,50,0,0,N,0.0,0.77,0.77,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,2.12,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6335c30b-99e6-4c62-ab16-4265d193e520&user=hl_website_documents,0.0,2.12,0.0,0.0,0.0,0.0,0.15,25.0,100.0,0.15,0.0,481.6,6.0,0.02,1,2026-09-10 06:01:56,0000-00-00,2.6,7.22,1.48,25.99,-3.61,,1.48,1.39,22.46,-0.72,-22.94,,,,,,,,,,,,0.77,0,1,1,1,1,1989-04-17 00:00:00,,174.969,174.969,-0.8,-0.46,2026-09-10,N,N,1789205226,0P0000XAJU.L
3142556,A224,CG Aegon High Yield Bond (Class B),25.0,1,0,Aegon Asset Management High Yield Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,High Yield Bond (Class B),545,Aegon Asset Management,151,GBP High Yield,Accumulation,CG Aegon High Yield Bond (Class B) (Acc),0.0,0.62,0.5,0.62,0.0,0.0,2.0,0,,0,Monthly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,157,0,0,N,0.0,0.62,0.62,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,7.38,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b3d06915-3e93-40e0-8069-c9d00329ed78&user=hl_website_documents,0.0,0.0,0.0,7.38,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1732.7,,0.07,3,2026-09-10 06:01:37,0000-00-00,1.66,3.28,5.9,33.93,31.42,,5.9,10.79,14.15,7.97,-9.12,,,,,,,,,,,,0.62,0,1,1,1,1,2002-03-22 00:00:00,,438.744,438.744,-0.41,-0.09,2026-09-10,N,N,1789205227,0P00000MW1.L
B1N9DY5,CWS6,CG Aegon High Yield Bond (Class B),25.0,1,0,Aegon Asset Management High Yield Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,High Yield Bond (Class B),545,Aegon Asset Management,151,GBP High Yield,Income,CG Aegon High Yield Bond (Class B) (Inc),0.0,0.62,0.5,0.62,0.0,0.0,2.0,0,,0,Monthly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,157,0,0,N,0.0,0.62,0.62,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,7.38,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5668e4b5-8e04-436f-8960-f1f9acbbe69c&user=hl_website_documents,0.0,0.0,0.0,7.38,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1732.7,,0.07,3,2026-09-10 06:01:48,0000-00-00,1.67,3.28,5.92,33.93,31.42,,5.92,10.76,14.15,7.97,-9.11,,,,,,,,,,,,0.62,0,1,1,1,1,2002-03-22 00:00:00,,89.836,89.836,-0.08,-0.09,2026-09-10,N,N,1789205229,0P000084C1.L
B141C76,ER36,CG Aegon Investment Grade Bond (Class B),25.0,1,0,Aegon Asset Management Investment Grade Bond (Class B),The investment objective is to  provide a combination of income and capital growth over any 7 year period.,Investment Grade Bond (Class B),545,Aegon Asset Management,150,GBP Corporate Bond,Accumulation,CG Aegon Investment Grade Bond (Class B) (Acc),0.0,0.38,0.0,0.38,0.0,0.0,1.0,0,,0,Quarterly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,125,0,0,N,0.0,0.38,0.38,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,5.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=56688232-80b6-4704-90bb-93e25c30be33&user=hl_website_documents,0.0,0.0,5.95,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,353.3,,0.03,2,2026-09-10 06:01:51,0000-00-00,-0.09,-0.02,2.18,23.63,2.38,,2.18,6.96,13.12,0.52,-17.62,,,,,,,,,,,,0.38,0,1,1,1,1,2006-06-01 00:00:00,,223.043,223.043,-0.75,-0.33,2026-09-10,N,N,1789205231,0P0000I49Q.L
B142F70,ER38,CG Aegon Investment Grade Bond (Class B),25.0,1,0,Aegon Asset Management Investment Grade Bond (Class B),The investment objective is to  provide a combination of income and capital growth over any 7 year period.,Investment Grade Bond (Class B),545,Aegon Asset Management,150,GBP Corporate Bond,Income,CG Aegon Investment Grade Bond (Class B) (Inc),0.0,0.38,0.0,0.38,0.0,0.0,1.0,0,,0,Quarterly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,125,0,0,N,0.0,0.38,0.38,N/a,Daily,Your deal will be placed at the fund managers next available valuation point,100.0,5.95,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e61de2ea-fbe5-4d66-989b-3c85c3424400&user=hl_website_documents,0.0,0.0,5.95,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,353.3,,0.03,2,2026-09-10 06:01:51,0000-00-00,-0.11,-0.02,2.17,23.65,2.41,,2.17,6.98,13.13,0.53,-17.61,,,,,,,,,,,,0.38,0,1,1,1,1,2006-06-01 00:00:00,,111.926,111.926,-0.38,-0.33,2026-09-10,N,N,1789205233,0P000062TJ.L
0745163,SN58,CG Aegon Sterling Corporate Bond (Class B),0.0,0,0,Aegon Asset Management Sterling Corporate Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Sterling Corporate Bond (Class B),545,Aegon Asset Management,150,GBP Corporate Bond,Accumulation,CG Aegon Sterling Corporate Bond (Class B) (Acc),0.0,0.35,0.0,0.35,0.0,0.0,0.2,0,,0,Quarterly,Interest,0,0,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,97,0,0,,0.0,0.35,0.35,N/a,Daily,,100.0,4.65,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=acc821aa-565c-4660-b62d-c7fdd7319564&user=hl_website_documents,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,84.6,,0.0,2,2026-09-10 06:02:21,0000-00-00,0.4,1.36,3.46,22.52,0.92,,3.46,4.71,13.1,0.09,-17.7,,,,,,,,,,,,0.35,0,1,1,1,1,1995-10-02 00:00:00,,97.22,97.22,-0.34,-0.35,2026-09-10,N,N,1789205236,0P00000TA2.L
BF0W2Q0,OBDY,CG Aegon Sterling Corporate Bond (Class S),25.0,1,0,Aegon Asset Management Sterling Corporate Bond (Class S),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Sterling Corporate Bond (Class S),545,Aegon Asset Management,150,GBP Corporate Bond,Income,CG Aegon Sterling Corporate Bond (Class S) (Inc),0.0,0.25,0.0,0.25,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,0,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,97,0,0,,0.0,0.25,0.25,N/a,Daily,,100.0,4.76,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3786da47-26c5-4eb9-9726-7307361c16c4&user=hl_website_documents,0.0,0.0,4.76,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,84.6,,0.0,1,2026-09-10 06:02:10,0000-00-00,0.43,1.42,3.56,22.9,1.47,,3.56,4.82,13.23,0.21,-17.61,,,,,,,,,,,,0.25,0,1,1,1,1,1995-10-02 00:00:00,N,87.942,87.942,-0.31,-0.35,2026-09-10,N,N,1789205238,0P0001CJ38.L
B00MY36,ZO86,CG Aegon Strategic Bond (Class B),25.0,1,0,Aegon Asset Management Strategic Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Strategic Bond (Class B),545,Aegon Asset Management,152,GBP Strategic Bond,Income,CG Aegon Strategic Bond (Class B) (Inc),0.0,0.6,0.5,0.6,0.0,0.0,2.0,0,,0,Quarterly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,106,0,0,N,0.0,0.6,0.6,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,6.54,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a72187f4-cbc8-4a75-b881-163b2b5c61e3&user=hl_website_documents,0.0,0.0,6.54,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,565.9,,0.05,3,2026-09-10 06:02:26,0000-00-00,-1.15,-2.41,-1.02,31.93,10.53,,-1.02,9.89,21.29,-3.07,-13.57,,,,,,,,,,,,0.6,0,1,1,1,1,2003-12-16 00:00:00,,128.283,128.283,-0.29,-0.23,2026-09-10,N,N,1789205241,0P00001BLD.L
B3ZLQW2,GMTO,CG Aegon Strategic Bond (Class B),25.0,1,0,Aegon Asset Management Strategic Bond (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,Strategic Bond (Class B),545,Aegon Asset Management,152,GBP Strategic Bond,Accumulation,CG Aegon Strategic Bond (Class B) (Acc),0.0,0.6,0.5,0.6,0.0,0.0,2.0,0,,0,Quarterly,Interest,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,106,0,0,N,0.0,0.6,0.6,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,6.54,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=39fc447f-5126-424e-a38b-cf7420b660f6&user=hl_website_documents,0.0,0.0,6.54,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,565.9,,0.05,3,2026-09-10 06:01:56,0000-00-00,-1.12,-2.41,-1.02,31.95,10.54,,-1.02,9.89,21.3,-3.09,-13.56,,,,,,,,,,,,0.6,0,1,1,1,1,2003-12-16 00:00:00,,173.781,173.781,-0.39,-0.22,2026-09-10,N,N,1789205243,0P0000WX21.L
B625LX4,JZM1,CG Aegon Sustainable Diversified Growth (Class B),25.0,1,0,Aegon Asset Management Sustainable Diversified Growth (Class B),"The investment objective is to deliver a total return (capital growth plus income) that exceeds the UK Retail Prices Index by at least 4% per annum over any 5 year period. By investing in the Fund, capital is at risk. There is no guarantee that the Fund will deliver positive returns over this, or any, time period.",Sustainable Diversified Growth (Class B),545,Aegon Asset Management,107,Mixed Investment 40-85% Shares,Accumulation,CG Aegon Sustainable Diversified Growth (Class B) (Acc),0.0,0.53,0.0,0.53,0.0,0.0,0.0,0,,0,Quarterly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,92,0,0,N,0.0,0.53,0.53,N/a,Daily,,100.0,3.2,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=900cc547-0f96-41ab-a7fc-ba32eb43eef6&user=hl_website_documents,0.0,3.2,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,666.6,,-0.02,2,2026-09-10 06:02:00,0000-00-00,3.34,7.33,14.86,33.16,6.67,,14.86,4.46,10.98,-9.03,-11.94,,,,,,,,,,,,0.53,0,1,1,1,1,2010-07-30 00:00:00,,212.445,212.445,-0.84,-0.39,2026-09-10,N,N,1789205245,0P0000PUD3.L
0727451,SN49,CG Aegon Sustainable Equity (Class B),25.0,1,0,Aegon Asset Management Sustainable Equity (Class B),The investment objective is to  provide a combination of income and capital growth over any 7 year period.,Sustainable Equity (Class B),545,Aegon Asset Management,109,Global,Accumulation,CG Aegon Sustainable Equity (Class B) (Acc),0.0,0.8,0.5,0.8,0.0,0.0,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,47,0,0,N,0.0,0.8,0.8,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.77,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6863864b-5d5b-412d-bfd3-25502cfb6fe6&user=hl_website_documents,0.0,0.77,0.0,0.0,1.0,0.0,0.0,25.0,100.0,0.0,0.0,172.2,,0.05,2,2026-09-10 06:02:21,0000-00-00,1.81,8.35,8.46,22.96,-18.07,,8.46,2.53,10.58,-8.18,-27.44,,,,,,,,,,,,0.8,0,1,1,1,1,1987-10-30 00:00:00,,296.367,296.367,-2.21,-0.74,2026-09-10,N,N,1789205248,0P00000R02.L
0745141,SN60,CG Aegon UK Equity (Class B),25.0,1,0,Aegon Asset Management UK Equity (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,UK Equity (Class B),545,Aegon Asset Management,101,UK All Companies,Accumulation,CG Aegon UK Equity (Class B) (Acc),0.0,0.62,0.5,0.62,0.0,0.0,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,70,0,0,N,0.0,0.62,0.62,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,2.32,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=6d83914a-35e5-4442-9ca6-59bbc0075a21&user=hl_website_documents,0.0,2.32,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,168.8,,0.02,1,2026-09-10 06:02:21,0000-00-00,3.31,5.29,12.77,39.83,21.24,,12.77,7.71,15.12,-1.79,-11.72,,,,,,,,,,,,0.62,0,1,1,1,1,1985-08-12 00:00:00,,459.385,459.385,-3.63,-0.79,2026-09-10,N,N,1789205250,0P00000XE7.L
3052268,BX25,CG Aegon UK Equity (Class B),25.0,1,0,Aegon Asset Management UK Equity (Class B),The investment objective is to provide a combination of income and capital growth over any 7 year period.,UK Equity (Class B),545,Aegon Asset Management,101,UK All Companies,Income,CG Aegon UK Equity (Class B) (Inc),0.0,0.62,0.5,0.62,0.0,0.0,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,70,0,0,N,0.0,0.62,0.62,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,2.32,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=36984621-2145-4a82-8741-984c2ab66d8a&user=hl_website_documents,0.0,2.32,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,168.8,,0.02,1,2026-09-10 06:01:44,0000-00-00,3.32,5.31,12.79,39.91,21.3,,12.79,7.75,15.12,-1.78,-11.73,,,,,,,,,,,,0.62,0,1,1,1,1,1985-08-12 00:00:00,,1739.947,1739.947,-13.77,-0.79,2026-09-10,N,N,1789205253,0P00000TA3.L
B142FS1,ER34,CG Aegon UK Smaller Companies (Class B),25.0,1,0,Aegon Asset Management UK Smaller Companies (Class B),The investment objective is  to provide a combination of income and capital growth over any 7 year period.,UK Smaller Companies (Class B),545,Aegon Asset Management,118,UK Smaller Companies,Accumulation,CG Aegon UK Smaller Companies (Class B) (Acc),0.0,0.78,0.0,0.78,0.0,0.0,0.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,85,0,0,N,0.0,0.78,0.78,N/a,Daily,,100.0,1.78,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=629b99bb-fd08-4157-b8fc-219f62badd70&user=hl_website_documents,0.0,1.78,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,141.8,,0.03,1,2026-09-10 06:01:51,0000-00-00,3.17,6.58,0.84,14.05,-30.54,,0.84,-4.01,17.83,-7.01,-34.5,,,,,,,,,,,,0.78,0,1,1,1,1,2006-06-01 00:00:00,,394.752,394.752,-1.7,-0.43,2026-09-10,N,N,1789205255,0P0000I49R.L
BYW8T68,NT3B,CG AJ Bell Adventurous (Class I),25.0,1,0,AJ Bell Management Limited AJ Bell Adventurous (Class I),"The investment objective of the Fund is to achieve long-term capital growth with
a preference (often indirect) towards higher risk assets such as equities and
less emphasis on defensive assets such as cash, fixed interest securities,
money-market funds and collective investment schemes following alternative
strategies such as property and commodities. This is to keep the Fund within a
pre-determined risk profile. Capital is in fact at risk and there is no guarantee
that capital growth will be achieved over a 5 year, or any period.
The Fund will seek to achieve its objective (and so provide exposure to the
asset classes noted in the objective) by investing predominantly (80% +), in
index-tracking investments or strategies (those instruments and/or investment
strategies that aim to track the performance of various financial indices) and
which typically consist of collective investment schemes (including those
managed or operated by the ACD) as well as equities, bonds and transferable
securities.
The Fund may also invest in non-index tracking collective investment schemes,
equities, bonds, transferable securities, money market instruments, deposits,
cash and near cash.
The Fund will not have any particular geographic, industry or economic sector
focus and as such weightings in these may vary as required. The Fund may
have exposure to emerging markets through its investments in e.g. collective
investment schemes or futures.
The Funds risk profile is managed by restricting the types of asset held and
allocations to those assets. The risk profiles are determined by the external risk
rating agencys forward looking volatility assumptions. The Fund aims to operate
with a risk rating of 7, on a scale of 1-10 where 1 is an allocation to cash and 10
is an allocation to riskier equity regions such as Asia and emerging markets.
Please note that the above risk rating is calculated on a different basis from that
shown in the risk and reward profile section of this KIID. The current external
risk rating agency is Distribution Technology.
Derivatives (that is sophisticated investment instruments linked to the rise and
fall of the price of other assets) are held only for efficient portfolio management
purposes.",AJ Bell Adventurous (Class I),8012,AJ Bell Management Limited,115,Flexible Investment,Income,CG AJ Bell Adventurous (Class I) (Inc),0.0,0.31,0.0,0.31,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,52,0,0,,0.0,0.31,0.31,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b876e370-cfdb-4e45-a55c-c8bfe844c485&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1349.3,,0.0,1,2026-09-10 06:02:08,0000-00-00,3.43,11.59,22.22,,,,22.22,,,,,,,,,,,,,,,,0.31,0,1,1,1,1,2017-04-18 00:00:00,N,131.32,131.32,-0.68,-0.52,2026-09-10,N,N,,
