sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,is_advanced_investment,yahoo_timestamp,yahoo_symbol
B7W4B05,GSKT,Sarasin Global Equity Real Return P,25.0,1,0,Sarasin Investment Funds Global Equity Real Return P,"The Fund seeks to provide growth (through increases in investment value and income) of 4% per year more than the Consumer Price Index over a rolling five-year period, primarily through investment in the shares of companies around the world.",Global Equity Real Return P,360,Sarasin Investment Funds,107,Mixed Investment 40-85% Shares,Accumulation,Sarasin Global Equity Real Return P (Acc),0.0,1.03,0.0,1.03,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,5.9,4.9,0.01,GBP,51,0,0,N,0.0,1.03,1.03,N/a,Daily,,100.0,1.25,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=720e4833-d41d-4267-9c08-3d928f057d29&user=hl_website_documents,0.0,1.25,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,147.1,,0.28,4,2026-09-10 06:01:56,0000-00-00,1.57,8.96,7.86,27.69,12.48,,7.86,6.3,11.37,-1.31,-10.74,,,,,,,,,,,,1.03,0,1,1,1,1,2006-05-08 00:00:00,N,277.0,277.0,-1.5,-0.54,2026-09-10,N,N,1789209988,0P0000X4E4.L
BTRTNM5,BSVAI,Sarasin Growth Managed (P),0.0,0,0,Sarasin Investment Funds Growth Managed (P),"We seek to grow the Fund (through increases in investment value and
income) by 4% per year more than the Consumer Price Index (CPI) over
a rolling 5 to 7-year period, after deducting fees and costs, by investing in a diversified range of different asset classes including (but not limited to) shares and bonds.",Growth Managed (P),360,Sarasin Investment Funds,115,Flexible Investment,Income,Sarasin Growth Managed (P) (Inc),0.0,1.11,0.0,1.11,0.0,0.0,0.0,0,,0,N/a,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,,0,0,0,,0.0,1.11,1.11,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=79aaaf96-b157-4e9d-9f98-3054d2791198&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.36,4,2026-09-10 06:01:43,0000-00-00,1.73,9.92,16.32,47.06,39.97,,16.32,12.64,12.24,1.35,-6.08,,,,,,,,,,,,1.11,0,1,1,1,1,2025-04-29 00:00:00,N,128.5,128.5,-0.3,-0.23,2026-09-10,N,N,,
BTRTNQ9,BSVAL,Sarasin Growth Managed (P),0.0,0,0,Sarasin Investment Funds Growth Managed (P),"We seek to grow the Fund (through increases in investment value and
income) by 4% per year more than the Consumer Price Index (CPI) over
a rolling 5 to 7-year period, after deducting fees and costs, by investing in a diversified range of different asset classes including (but not limited to) shares and bonds.",Growth Managed (P),360,Sarasin Investment Funds,115,Flexible Investment,Accumulation,Sarasin Growth Managed (P) (Acc),0.0,1.11,0.0,1.11,0.0,0.0,0.0,0,,0,N/a,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,,0,0,0,,0.0,1.11,1.11,N/a,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1a4ed6cb-48e7-434f-805a-8cde9e285a78&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.36,4,2026-09-10 06:01:43,0000-00-00,1.71,9.93,16.4,47.09,40.01,,16.4,12.59,12.24,1.35,-6.08,,,,,,,,,,,,1.11,0,1,1,1,1,2025-04-29 00:00:00,N,130.20000000000002,130.20000000000002,-0.4,-0.31,2026-09-10,N,N,,
B7WNCB0,GTQH,Sarasin IE Multi Asset - Dynamic (GBP) Class P,25.0,1,0,Sarasin Investment Funds IE Multi Asset - Dynamic  (GBP) Class P,The Fund seeks to achieve capital growth and income over the long-term with a lower risk profile than equity market alternatives through investment in a range of global asset classes.,IE Multi Asset - Dynamic  (GBP) Class P,360,Sarasin Investment Funds,107,Mixed Investment 40-85% Shares,Accumulation,Sarasin IE Multi Asset - Dynamic (GBP) Class P (Acc),0.0,0.98,0.0,0.98,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,60,7.0,6.0,12:00,,0,5.9,4.9,54.5,GBP,138,0,0,,0.0,0.98,0.98,N/a,Daily,,100.0,1.78,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=51ef5782-b35a-4807-9ff4-3404d2922e24&user=hl_website_documents,0.0,1.78,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,496.4,,0.23,4,2026-09-10 06:01:56,0000-00-00,1.42,6.95,7.63,26.83,7.08,,7.63,5.4,11.8,-3.55,-12.47,,,,,,,,,,,,0.98,1,0,1,1,1,1988-01-01 00:00:00,,12477.0,12477.0,-60.7,-0.48,2026-09-10,N,N,1789209993,0P0000X7D4.L
B7TZ5Q5,GTVY,Sarasin IE Multi Asset Defensive (GBP) Class P,25.0,1,0,Sarasin Investment Funds IE Multi Asset Defensive (GBP) Class P,The investment objective of the Trust is to preserve the real value of capital over the long term.,IE Multi Asset Defensive (GBP) Class P,360,Sarasin Investment Funds,137,Mixed Investment 0-35% Shares,Accumulation,Sarasin IE Multi Asset Defensive (GBP) Class P (Acc),0.0,0.9,0.0,0.9,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,0,0.0,0.0,16:00,,0,0.0,0.0,16.23,GBP,118,0,0,,0.0,0.9,0.9,N/a,Daily,,100.0,3.24,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=fbb5b169-b0d9-43f7-8e41-23f9fee76159&user=hl_website_documents,0.0,0.0,3.24,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,68.4,,0.25,4,2026-09-10 06:01:56,0000-00-00,1.01,3.43,4.97,20.28,2.96,,4.97,4.97,9.17,-2.83,-11.91,,,,,,,,,,,,0.9,1,0,1,1,1,2002-07-09 00:00:00,N,2409.3,2409.3,-6.5,-0.27,2026-09-10,N,N,1789209996,0P0000XUD7.L
B8GG988,GTVX,Sarasin IE Multi Asset Defensive (GBP) Class P,25.0,1,0,Sarasin Investment Funds IE Multi Asset Defensive (GBP) Class P,The investment objective of the Trust is to preserve the real value of capital over the long term.,IE Multi Asset Defensive (GBP) Class P,360,Sarasin Investment Funds,137,Mixed Investment 0-35% Shares,Income,Sarasin IE Multi Asset Defensive (GBP) Class P (Inc),0.0,0.9,0.0,0.9,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,0,0.0,0.0,16:00,,0,0.0,0.0,16.23,GBP,118,0,0,,0.0,0.9,0.9,N/a,Daily,,100.0,3.24,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2d30497e-4e6f-488f-b644-b030a233b2e3&user=hl_website_documents,0.0,0.0,3.24,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,68.4,,0.25,4,2026-09-10 06:01:56,0000-00-00,1.01,3.44,4.97,20.1,2.65,,4.97,4.93,9.04,-2.89,-11.98,,,,,,,,,,,,0.9,1,0,1,1,1,2002-07-09 00:00:00,N,1064.6,1064.6,-2.9,-0.27,2026-09-10,N,N,1789209998,0P0000XUD8.L
B88H774,GTQG,Sarasin IE Multi Asset Dynamic (GBP) Class P,25.0,1,0,Sarasin Investment Funds IE Multi Asset Dynamic (GBP) Class P,The Fund seeks to achieve capital growth and income over the long-term with a lower risk profile than equity market alternatives through investment in a range of global asset classes.,IE Multi Asset Dynamic (GBP) Class P,360,Sarasin Investment Funds,107,Mixed Investment 40-85% Shares,Income,Sarasin IE Multi Asset Dynamic (GBP) Class P (Inc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,60,7.0,6.0,12:00,,0,5.9,4.9,54.5,GBP,138,0,0,,0.0,0.99,0.99,N/a,Daily,,100.0,1.7,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=26bb9a93-4cb7-458e-93db-e3bd03226cb8&user=hl_website_documents,0.0,1.7,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,496.4,,0.24,4,2026-09-10 06:01:56,0000-00-00,1.42,6.94,7.63,26.83,7.08,,7.63,5.4,11.8,-3.55,-12.47,,,,,,,,,,,,0.99,1,0,1,1,1,1988-01-01 00:00:00,N,5363.3,5363.3,-26.1,-0.48,2026-09-10,N,N,1789210000,0P0000X7D3.L
B7ZZ1K5,GTPD,Sarasin IE Thematic Global Real Estate Equity,25.0,1,0,Sarasin Investment Funds IE Thematic Global Real Estate Equity (Class P),The Fund seeks to achieve long-term growth though investment in the shares of global real estate companies and the global real estate investment trust market with an overlay of sustainable criteria.,IE Thematic Global Real Estate Equity (Class P),360,Sarasin Investment Funds,108,Property,Income,Sarasin IE Thematic Global Real Estate Equity (Inc),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,60,7.0,6.0,12:00,,0,5.9,4.9,14.22,GBP,32,0,0,N,0.0,1.0,1.0,N/a,Daily,,100.0,3.18,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=09eb3aa6-ecd6-4a79-b010-8bed2a3fddec&user=hl_website_documents,0.0,3.18,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,24.7,,0.25,4,2026-09-10 06:01:56,0000-00-00,-0.14,0.25,5.32,17.99,-5.45,,5.32,-3.54,16.14,-16.31,-4.25,,,,,,,,,,,,1.0,1,0,1,1,1,2004-12-06 00:00:00,,1479.3,1479.3,-14.5,-0.97,2026-09-10,N,N,1789210002,0P0000X66E.L
B8G43R9,GTPE,Sarasin IE Thematic Global Real Estate Equity,25.0,1,0,Sarasin Investment Funds IE Thematic Global Real Estate Equity (Class P),The Fund seeks to achieve long-term growth though investment in the shares of global real estate companies and the global real estate investment trust market with an overlay of sustainable criteria.,IE Thematic Global Real Estate Equity (Class P),360,Sarasin Investment Funds,108,Property,Accumulation,Sarasin IE Thematic Global Real Estate Equity (Acc),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,60,7.0,6.0,12:00,,0,5.9,4.9,14.22,GBP,32,0,0,N,0.0,1.0,1.0,N/a,Daily,,100.0,3.18,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=89975d7a-4808-4444-b8fa-8b1e32511b75&user=hl_website_documents,0.0,3.18,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,24.7,,0.25,4,2026-09-10 06:01:56,0000-00-00,-0.14,0.25,5.33,17.99,-5.45,,5.33,-3.54,16.14,-16.31,-4.25,,,,,,,,,,,,1.0,1,0,1,1,1,2004-12-06 00:00:00,,2649.3,2649.3,-26.1,-0.98,2026-09-10,N,N,1789210005,0P0000X66F.L
B7V4BG2,GSLO,Sarasin Multi Asset - Strategic (P),25.0,1,0,Sarasin Investment Funds Multi Asset - Strategic (P),"The Fund seeks to provide growth (through increases in investment value and income) of 3% per year more than the Consumer Price Index over a rolling five-year period through investment in a range of asset classes, between 20 and 60% of which will be the shares of companies from around the world.",Multi Asset - Strategic (P),360,Sarasin Investment Funds,131,Mixed Investment 20-60% Shares,Income,Sarasin Multi Asset - Strategic (P) (Inc),0.0,1.01,0.0,1.01,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,5.7,4.7,0.01,GBP,119,0,0,,0.0,1.01,1.01,N/a,Daily,,100.0,2.23,0,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=abd522cc-b2ab-4710-ac07-c672a314ddb0&user=hl_website_documents,0.0,2.23,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,112.4,,0.26,4,2026-09-10 06:01:56,0000-00-00,1.03,4.51,5.6,21.08,-2.16,,5.6,3.68,10.59,-4.72,-15.19,,,,,,,,,,,,1.01,0,1,1,1,1,1999-02-03 00:00:00,N,137.3,137.3,-0.6,-0.43,2026-09-10,N,N,1789210007,0P0000X4ER.L
B8DPZ13,GSLN,Sarasin Multi Asset - Strategic (P),25.0,1,0,Sarasin Investment Funds Multi Asset - Strategic (P),"The Fund seeks to provide growth (through increases in investment value and income) of 3% per year more than the Consumer Price Index over a rolling five-year period through investment in a range of asset classes, between 20 and 60% of which will be the shares of companies from around the world.",Multi Asset - Strategic (P),360,Sarasin Investment Funds,131,Mixed Investment 20-60% Shares,Accumulation,Sarasin Multi Asset - Strategic (P) (Acc),0.0,1.01,0.0,1.01,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,5.7,4.7,0.01,GBP,119,0,0,,0.0,1.01,1.01,N/a,Daily,,100.0,2.19,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a2382d95-d48f-48e4-af7d-11497c2b4da9&user=hl_website_documents,0.0,2.19,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,112.4,,0.26,4,2026-09-10 06:01:56,0000-00-00,1.0,4.45,5.6,21.03,-2.18,,5.6,3.63,10.6,-4.7,-15.19,,,,,,,,,,,,1.01,0,1,1,1,1,1999-02-03 00:00:00,,210.4,210.4,-0.8,-0.38,2026-09-10,N,N,1789210009,0P0000X4EQ.L
BYMB5S1,NILY,Sarasin Responsible Corporate Bond,25.0,1,0,Sarasin Investment Funds Responsible Corporate Bond,"The Fund seeks to provide long-term growth in sterling terms, and income through investment in the shares of companies from across the world with an overlay of ethical (socially responsible) criteria.",Responsible Corporate Bond,360,Sarasin Investment Funds,150,GBP Corporate Bond,Income,Sarasin Responsible Corporate Bond (Inc),0.0,0.61,0.0,0.61,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.01,GBP,101,0,0,,0.0,0.61,0.61,N/a,Daily,,100.0,4.48,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=9c476e90-f0f2-475c-9cc4-fba59cc2a705&user=hl_website_documents,0.0,0.0,4.48,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,183.9,,0.21,5,2026-09-10 06:02:08,0000-00-00,0.2,0.9,2.3,16.51,-7.49,,2.3,2.98,10.61,-2.07,-18.93,,,,,,,,,,,,0.61,0,1,1,1,1,2011-06-01 00:00:00,,78.23,78.23,-0.26,-0.33,2026-09-10,N,N,1789210011,0P0001901Z.L
BYMB5T2,NILX,Sarasin Responsible Corporate Bond,25.0,1,0,Sarasin Investment Funds Responsible Corporate Bond,"The Fund seeks to provide long-term growth in sterling terms, and income through investment in the shares of companies from across the world with an overlay of ethical (socially responsible) criteria.",Responsible Corporate Bond,360,Sarasin Investment Funds,150,GBP Corporate Bond,Accumulation,Sarasin Responsible Corporate Bond (Acc),0.0,0.61,0.0,0.61,0.0,0.0,0.0,0,,0,Quarterly,Interest,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.01,GBP,101,0,0,,0.0,0.61,0.61,N/a,Daily,,100.0,4.48,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3d3c4655-e86b-4903-ad7f-a68ddaeec8b2&user=hl_website_documents,0.0,0.0,4.48,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,183.9,,0.21,5,2026-09-10 06:02:08,0000-00-00,0.17,0.87,2.29,16.52,-7.5,,2.29,2.91,10.69,-2.1,-18.91,,,,,,,,,,,,0.61,0,1,1,1,1,2011-06-01 00:00:00,,115.6,115.6,-0.3,-0.26,2026-09-10,N,N,1789210014,0P00019020.L
B75JDT0,GSJU,Sarasin Responsible Global Equity (GBP) P,25.0,0,0,Sarasin Investment Funds Responsible Global Equity (GBP) P,"The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of companies from across the world, favouring organisations that fulfil an environmentally or socially beneficial role and that employ high standards of governance.",Responsible Global Equity (GBP) P,360,Sarasin Investment Funds,109,Global,Income,Sarasin Responsible Global Equity (GBP) P (Inc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,5.9,4.9,0.01,GBP,52,0,0,N,0.0,0.95,0.95,N/a,Daily,,100.0,0.99,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=02ef2674-cc2f-4de6-b944-604ad4c82861&user=hl_website_documents,0.0,0.99,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,226.0,,0.2,4,2026-09-10 06:01:56,0000-00-00,1.07,7.06,5.2,22.25,12.3,,5.2,4.36,11.35,-3.57,-4.73,,,,,,,,,,,,0.95,0,1,1,1,1,2011-06-01 00:00:00,,284.8,284.8,-1.9,-0.66,2026-09-10,N,N,1789210016,0P0000X4DD.L
B8369M5,GSJT,Sarasin Responsible Global Equity (GBP) P,25.0,0,0,Sarasin Investment Funds Responsible Global Equity (GBP) P,"The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of companies from across the world, favouring organisations that fulfil an environmentally or socially beneficial role and that employ high standards of governance.",Responsible Global Equity (GBP) P,360,Sarasin Investment Funds,109,Global,Accumulation,Sarasin Responsible Global Equity (GBP) P (Acc),0.0,0.95,0.0,0.95,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,5.9,4.9,0.01,GBP,52,0,0,N,0.0,0.95,0.95,N/a,Daily,,100.0,0.99,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=28c66506-66da-4ca0-8f4c-44aa3ce835de&user=hl_website_documents,0.0,0.99,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,226.0,,0.2,4,2026-09-10 06:01:56,0000-00-00,1.07,7.03,5.17,22.24,12.3,,5.17,4.36,11.38,-3.56,-4.74,,,,,,,,,,,,0.95,0,1,1,1,1,2011-06-01 00:00:00,,355.4,355.4,-2.4,-0.67,2026-09-10,N,N,1789210018,0P0000X4DC.L
B7MSZ49,GSKK,Sarasin Thematic Global Equity P,25.0,1,0,Sarasin Investment Funds Thematic Global Equity P,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of large and medium sized companies from around the world.,Thematic Global Equity P,360,Sarasin Investment Funds,109,Global,Income,Sarasin Thematic Global Equity P (Inc),0.0,0.94,0.0,0.94,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,6.0,5.0,0.06,GBP,55,0,0,N,0.0,0.94,0.94,N/a,Daily,,100.0,0.99,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5891fbaf-5c87-46aa-9068-6bc22ae5f932&user=hl_website_documents,0.0,0.99,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,305.9,,0.19,4,2026-09-10 06:01:56,0000-00-00,1.35,6.59,4.66,22.95,16.5,,4.66,6.85,9.94,-0.76,-4.52,,,,,,,,,,,,0.94,0,1,1,1,1,1994-07-01 00:00:00,,1643.0,1643.0,-12.0,-0.72,2026-09-10,N,N,1789210020,0P0000X4DT.L
B8BPJF7,GSKJ,Sarasin Thematic Global Equity P,25.0,1,0,Sarasin Investment Funds Thematic Global Equity P,The Fund seeks to provide growth (through increases in investment value and income) over a rolling five-year period through investment in the shares of large and medium sized companies from around the world.,Thematic Global Equity P,360,Sarasin Investment Funds,109,Global,Accumulation,Sarasin Thematic Global Equity P (Acc),0.0,0.94,0.0,0.94,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,7.0,6.0,12:00,,0,6.0,5.0,0.06,GBP,55,0,0,N,0.0,0.94,0.94,N/a,Daily,,100.0,0.99,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=f3028817-a230-42ab-8302-53a7277a7235&user=hl_website_documents,0.0,0.99,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,305.9,,0.19,4,2026-09-10 06:01:56,0000-00-00,1.33,6.56,4.62,22.88,16.48,,4.62,6.83,9.94,-0.75,-4.49,,,,,,,,,,,,0.94,0,1,1,1,1,1994-07-01 00:00:00,,2112.0,2112.0,-15.0,-0.7,2026-09-10,N,N,1789210022,0P0000X4DS.L
B4V0R05,EPV5,Schroder All Maturities Corporate Bond (Class Z),25.0,1,0,Schroders All Maturities Corporate Bond (Class Z),"The Fund invests 100% in the Schroder All Maturities Corporate Bond Fund. The Fund's investment objective is to provide capital growth and income primarily through investment in non-government debt securities. The Fund may also invest in a wide range of investments including transferable securities, derivatives, cash, deposits, collective investment schemes and money market instruments. The fund aims to outperform the Bank of America Merrill Lynch Non-Gilts All Stocks Index by 0.75% per annum (gross of fees) over a market cycle. The fund invests predominantly in investment grade corporate bonds, but there is also the flexibility to hold up to 10% in sub-investment - or high yield - corporate bonds, and up to 40% in non-sterling denominated assets, with non-sterling currency exposure hedged back to sterling.",All Maturities Corporate Bond (Class Z),108,Schroders,150,GBP Corporate Bond,Accumulation,Schroder All Maturities Corporate Bond (Class Z) (Acc),0.0,0.56,0.0,0.56,0.0,0.0,0.0,0,,0,Annually,Interest,0,8,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,405,0,0,,0.0,0.56,0.56,N/a,Daily,,100.0,5.01,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=863f3c94-7aea-46dd-8804-a947e72ba808&user=hl_website_documents,0.0,0.0,5.01,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,781.5,,0.11,5,2026-09-10 06:01:51,0000-00-00,0.2,1.0,2.54,19.45,-6.04,,2.54,3.69,12.35,-2.39,-19.41,,,,,,,,,,,,0.56,1,0,1,1,1,2001-02-07 00:00:00,N,100.8,100.8,-0.3,-0.3,2026-09-10,N,N,1789210024,0P0000JW9N.L
B4V0R50,EPV6,Schroder All Maturities Corporate Bond (Class Z),25.0,1,0,Schroders All Maturities Corporate Bond (Class Z),"The Fund invests 100% in the Schroder All Maturities Corporate Bond Fund. The Fund's investment objective is to provide capital growth and income primarily through investment in non-government debt securities. The Fund may also invest in a wide range of investments including transferable securities, derivatives, cash, deposits, collective investment schemes and money market instruments. The fund aims to outperform the Bank of America Merrill Lynch Non-Gilts All Stocks Index by 0.75% per annum (gross of fees) over a market cycle. The fund invests predominantly in investment grade corporate bonds, but there is also the flexibility to hold up to 10% in sub-investment - or high yield - corporate bonds, and up to 40% in non-sterling denominated assets, with non-sterling currency exposure hedged back to sterling.",All Maturities Corporate Bond (Class Z),108,Schroders,150,GBP Corporate Bond,Income,Schroder All Maturities Corporate Bond (Class Z) (Inc),0.0,0.56,0.5,0.56,0.0,0.0,2.0,0,,0,Annually,Interest,0,8,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,405,0,0,N,0.0,0.56,0.56,N/a,Weekly,Your deal will be placed at the fund manager's next available valuation point,100.0,5.01,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e4815d24-72dd-4779-9370-406b5c263123&user=hl_website_documents,0.0,0.0,5.01,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,781.5,,0.11,5,2026-09-10 06:01:51,0000-00-00,0.18,0.98,2.52,19.44,-6.05,,2.52,3.7,12.35,-2.4,-19.41,,,,,,,,,,,,0.56,1,0,1,1,1,2001-02-07 00:00:00,,49.45,49.45,-0.16,-0.32,2026-09-10,N,N,1789210026,0P0000JW9P.L
BDD27J1,JOWB,Schroder Asian Alpha Plus (Class L),25.0,1,0,Schroders Asian Alpha Plus (Class L),"The Fund's investment objective is to maximise capital growth through investment in securities with the emphasis on companies in the Asia (ex Japan) region. Fixed interest securities and real estate investment trusts (REITs) may be included in the portfolio. Investments will be primarily in directly held transferable securities. The fund may also invest in collective investment schemes, cash, deposits, derivatives, warrants and money market instruments.",Asian Alpha Plus (Class L),108,Schroders,121,Asia Pacific Ex Japan,Accumulation,Schroder Asian Alpha Plus (Class L) (Acc),0.0,0.92,0.0,0.88,0.0,0.04,0.0,0,B5BG498,0,Annually,Dividend,1,8,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,52,0,0,,0.0,0.92,0.88,N/a,Daily,,100.0,0.94,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=9ce41837-25d2-4b5d-986e-ba0fac9889e6&user=hl_website_documents,0.0,0.94,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1730.9,6.0,0.205,2,2026-09-10 06:02:00,0000-00-00,-0.24,28.05,42.95,82.45,58.73,,42.95,20.02,6.34,-4.48,-8.92,,,,,,,,,,,,0.88,1,0,1,1,1,2007-11-30 00:00:00,N,208.7,208.7,-1.3,-0.62,2026-09-10,N,N,1789210028,0P0000ZSZK.L
